ID,Location,URL,Size (m²),Condominio Content,Price By Month,Price Condominio,Whatsapp Contact
1029,"Rua Bela Cintra, 450 - Consolação, São Paulo - SP",https://www.vivareal.com.br/imovel/flat-1-quartos-consolacao-centro-sao-paulo-com-garagem-28m2-aluguel-RS1600-id-2481185463/,28,"['Mobiliado', 'Elevador', 'Academia', 'Sauna', 'Ar-condicionado', '...']",R$ 1.600,R$ 600,(11) 3059-0846
1030,"Avenida Jandira - Indianópolis, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-moema-zona-sul-sao-paulo-com-garagem-42m2-venda-RS790000-id-2478847491/,42,"['Piscina', 'Salão de festas', 'Varanda', 'Ar-condicionado', 'Spa', '...']",R$ 3.600,R$ 850,(11) 97514-7161
1031,"Rua Casa do Ator, 829 - Vila Olímpia, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-41m2-aluguel-RS4500-id-2481161589/,41,"['Mobiliado', 'Elevador', 'Piscina', 'Academia', 'Jardim', '...']",R$ 4.500,R$ 700,(11) 99557-0859
1032,"Interlagos, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-interlagos-zona-sul-sao-paulo-com-garagem-55m2-aluguel-RS15000-id-2477393559/,55,"['Elevador', 'Piscina', 'Churrasqueira', 'Salão de festas', 'Playground', '...']",R$ 15.000,R$ 450,(11) 99494-4049
1033,"Rua Safira, 43 - Liberdade, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-aclimacao-centro-sao-paulo-com-garagem-43m2-aluguel-RS2200-id-2475596710/,43,"['Mobiliado', 'Elevador', 'Academia', 'Condomínio fechado', 'Lavanderia']",R$ 2.200,R$ 617,(11) 3492-2244
1034,"Rua Barão do Triunfo, 1677 - Brooklin, São Paulo - SP",https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-campo-belo-zona-sul-sao-paulo-com-garagem-302m2-venda-RS4000000-id-2478431141/,302,"['Piscina', 'Área de serviço', 'Churrasqueira', 'Varanda', 'Jardim', '...']",R$ 18.000,R$ 3.000,(11) 98072-9301
1035,"Alameda Itu, 137 - Cerqueira César, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardins-zona-oeste-sao-paulo-com-garagem-65m2-aluguel-RS3200-id-2480182116/,65,"['Elevador', 'Jardim', 'Condomínio fechado']",R$ 3.200,R$ 846,(11) 98643-4888
1036,"Rua Tucuna, 1269 - Pompeia, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-perdizes-zona-oeste-sao-paulo-com-garagem-56m2-aluguel-RS1700-id-2480162876/,56,"['Elevador', 'Piscina', 'Churrasqueira', 'Salão de festas', 'Academia', '...']",R$ 1.700,R$ 1.186,(11) 3666-1285
1037,"Avenida Santo Amaro, 3131 - Brooklin, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-com-garagem-41m2-venda-RS685000-id-2481680576/,41,"['Mobiliado', 'Elevador', 'Piscina', 'Churrasqueira', 'Salão de festas', '...']",R$ 3.800,R$ 650,(11) 98581-3040
1038,"Rua Herculano de Freitas, 51 - Cerqueira César, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-70m2-aluguel-RS2300-id-2480186911/,70,"['Elevador', 'Condomínio fechado', 'Circuito de segurança']",R$ 2.300,R$ 710,(11) 95038-8497
1039,"Alameda Lorena, 1700 - Jardim Paulista, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardins-zona-oeste-sao-paulo-com-garagem-183m2-aluguel-RS8000-id-2480705067/,183,"['Área de serviço', 'Salão de festas']",R$ 8.000,R$ 1.780,(11) 3887-4555
1040,"Rua Bueno de Andrade - Aclimação, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-aclimacao-centro-sao-paulo-com-garagem-45m2-aluguel-RS1400-id-2462262281/,45,[],R$ 1.400,R$ 436,(11) 3346-8800
1041,"Rua Visconde de Parnaíba, 1046 - Brás, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-bras-zona-leste-sao-paulo-com-garagem-36m2-aluguel-RS1700-id-2477429653/,36,"['Elevador', 'Piscina', 'Churrasqueira', 'Salão de festas', 'Playground', '...']",R$ 1.700,R$ 350,(11) 99948-0807
1042,"Rua Pamplona, 83 - Jardim Paulista, São Paulo - SP",https://www.vivareal.com.br/imovel/flat-1-quartos-jardim-paulista-zona-sul-sao-paulo-com-garagem-33m2-aluguel-RS3350-id-2478258835/,33,"['Mobiliado', 'Elevador', 'Piscina', 'Salão de festas', 'Playground', '...']",R$ 3.350,R$ 820,(11) 3059-0846
1043,"Rua das Palmeiras - Vila Buarque, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-santa-cecilia-centro-sao-paulo-com-garagem-41m2-aluguel-RS2100-id-2481441280/,41,"['Piscina', 'Área de serviço', 'Salão de festas', 'Playground', 'Varanda', '...']",R$ 2.100,R$ 599,(11) 3663-0530
1044,"Rua Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-28m2-aluguel-RS3600-id-2479130573/,28,[],R$ 3.600,R$ 800,(11) 94504-3738
1045,"Rua Anny - Sacoma, São Paulo - SP",https://www.vivareal.com.br/imovel/casa-1-quartos-sacoma-zona-sul-sao-paulo-50m2-aluguel-RS650-id-2459228125/,50,[],R$ 650,,(11) 5063-0006
1046,"Avenida Vieira de Carvalho, 80 - República, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-republica-centro-sao-paulo-com-garagem-40m2-aluguel-RS1400-id-2472142120/,40,['Elevador'],R$ 1.400,R$ 520,(11) 4059-5669
1047,"Rua Bela Cintra, 488 - Consolação, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-consolacao-centro-sao-paulo-com-garagem-43m2-aluguel-RS2800-id-2478509278/,43,"['Elevador', 'Piscina', 'Churrasqueira', 'Salão de festas', 'Playground', '...']",R$ 2.800,R$ 579,(11) 9959-8197
1048,"Rua Doutor Plínio Barreto - Bela Vista, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-38m2-aluguel-RS2000-id-2470249690/,38,"['Elevador', 'Salão de festas', 'Playground', 'Jardim', 'Condomínio fechado']",R$ 2.000,R$ 420,(11) 94729-9151
1049,"Rua São João Batista - Cambuci, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-cambuci-zona-sul-sao-paulo-com-garagem-72m2-aluguel-RS1550-id-2478583073/,72,"['Área de serviço', 'Salão de festas', 'Playground', 'Jardim', '...']",R$ 1.550,R$ 380,(11) 3346-8080
1050,"Alameda Ministro Rocha Azevedo, 38 - Bela Vista, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-cerqueira-cesar-centro-sao-paulo-com-garagem-60m2-aluguel-RS2500-id-2481566290/,60,"['Mobiliado', 'Elevador', 'Piscina', 'Churrasqueira', 'Salão de festas', '...']",R$ 2.500,R$ 1.000,(11) 3881-5678
1051,"Rua Engenheiro Armando de Virgiliis, 200 - Chácara Klabin, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-mariana-zona-sul-sao-paulo-com-garagem-60m2-aluguel-RS2200-id-2481770599/,60,"['Elevador', 'Piscina', 'Área de serviço', 'Churrasqueira', 'Salão de festas', '...']",R$ 2.200,R$ 750,(11) 98279-4337
1052,"Rua Adolfo Gordo, 52 - Santa Cecilia, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-santa-cecilia-centro-sao-paulo-com-garagem-38m2-aluguel-RS1900-id-2481604090/,38,"['Mobiliado', 'Elevador', 'Piscina', 'Salão de festas', 'Academia', '...']",R$ 1.900,R$ 503,(11) 98409-0752
1053,"Rua Rocha, 58 - Bela Vista, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-35m2-aluguel-RS1390-id-2481026240/,35,"['Elevador', 'Piscina', 'Churrasqueira', 'Salão de festas', 'Academia', '...']",R$ 1.390,R$ 700,(11) 4369-7812
1054,"Rua Barão de Iguape, 985 - Liberdade, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-liberdade-centro-sao-paulo-com-garagem-45m2-aluguel-RS1500-id-2481730046/,45,"['Elevador', 'Área de serviço', 'Varanda']",R$ 1.500,R$ 320,(11) 4117-1699
1055,"Alameda Ministro Rocha Azevedo, 373 - Jardim Paulista, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-cerqueira-cesar-centro-sao-paulo-com-garagem-85m2-aluguel-RS3800-id-2481376874/,85,"['Elevador', 'Salão de festas', 'Quadra poliesportiva']",R$ 3.800,R$ 1.020,(11) 3207-5855
1056,"Rua Demóstenes, 606 - Campo Belo, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-campo-belo-zona-sul-sao-paulo-com-garagem-48m2-aluguel-RS3600-id-2478379816/,48,"['Mobiliado', 'Elevador', 'Piscina', 'Salão de festas', 'Academia', '...']",R$ 3.600,R$ 766,(11) 99346-8324
1057,"Rua Elvira Ferraz, 250 - Vila Olímpia, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-45m2-aluguel-RS7500-id-2477825764/,45,"['Mobiliado', 'Elevador', 'Piscina', 'Academia', 'Jardim', '...']",R$ 7.500,,(11) 3449-8949
1058,"Rua Antônio Carlos, 196 - Cerqueira César, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-consolacao-centro-sao-paulo-38m2-aluguel-RS1850-id-2480074460/,38,"['Área de serviço', 'Condomínio fechado']",R$ 1.850,R$ 352,(11) 3133-2100
1059,"Avenida Barão do Rego Barros - Vila Congonhas, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-campo-belo-zona-sul-sao-paulo-com-garagem-45m2-venda-RS342000-id-2480816073/,45,"['Elevador', 'Área de serviço', 'Varanda', '...']",R$ 1.300,R$ 680,(11) 5092-4773
1060,"Alameda Jaú, 1607 - Jardim Paulista, São Paulo - SP",https://www.vivareal.com.br/imovel/flat-1-quartos-jardins-zona-oeste-sao-paulo-com-garagem-43m2-aluguel-RS2200-id-2481302282/,43,"['Mobiliado', 'Elevador', 'Piscina', 'Salão de festas', 'Academia', '...']",R$ 2.200,R$ 2.800,(11) 5042-6200
1061,"Avenida Brigadeiro Luís Antônio - Bela Vista, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-42m2-venda-RS550000-id-2477411343/,42,"['Mobiliado', 'Elevador', 'Piscina', 'Churrasqueira', 'Salão de festas', '...']",R$ 2.900,R$ 440,(11) 99408-2089
1062,"Alameda Lorena, 1160 - Jardim Paulista, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-paulista-zona-sul-sao-paulo-com-garagem-41m2-aluguel-RS2500-id-2480744180/,41,"['Mobiliado', 'Elevador', 'Piscina', 'Academia', 'Sauna', '...']",R$ 2.500,,(11) 3051-6522
1063,"Rua Bela Cintra, 521 - Consolação, São Paulo - SP",https://www.vivareal.com.br/imovel/flat-1-quartos-consolacao-centro-sao-paulo-com-garagem-48m2-aluguel-RS1500-id-2481073532/,48,"['Mobiliado', 'Elevador', 'Piscina', 'Salão de festas', 'Academia', '...']",R$ 1.500,R$ 1.800,(11) 5042-6200
1064,"Rua Helena - Vila Olímpia, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-93m2-aluguel-RS8500-id-2479772499/,93,"['Mobiliado', 'Elevador', 'Área de serviço', 'Varanda', 'Condomínio fechado', '...']",R$ 8.500,R$ 1.400,(11) 3892-0820
1065,"Rua Bela Cintra, 450 - Consolação, São Paulo - SP",https://www.vivareal.com.br/imovel/flat-1-quartos-consolacao-centro-sao-paulo-com-garagem-28m2-aluguel-RS1600-id-2481185463/,28,"['Mobiliado', 'Elevador', 'Academia', 'Sauna', 'Ar-condicionado', '...']",R$ 1.600,R$ 600,(11) 3059-0846
1066,"Avenida Jandira - Indianópolis, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-moema-zona-sul-sao-paulo-com-garagem-42m2-venda-RS790000-id-2478847491/,42,"['Piscina', 'Salão de festas', 'Varanda', 'Ar-condicionado', 'Spa', '...']",R$ 3.600,R$ 850,(11) 97514-7161
1067,"Rua Casa do Ator, 829 - Vila Olímpia, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-41m2-aluguel-RS4500-id-2481161589/,41,"['Mobiliado', 'Elevador', 'Piscina', 'Academia', 'Jardim', '...']",R$ 4.500,R$ 700,(11) 99557-0859
1068,"Interlagos, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-interlagos-zona-sul-sao-paulo-com-garagem-55m2-aluguel-RS15000-id-2477393559/,55,"['Elevador', 'Piscina', 'Churrasqueira', 'Salão de festas', 'Playground', '...']",R$ 15.000,R$ 450,(11) 99494-4049
1069,"Rua Safira, 43 - Liberdade, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-aclimacao-centro-sao-paulo-com-garagem-43m2-aluguel-RS2200-id-2475596710/,43,"['Mobiliado', 'Elevador', 'Academia', 'Condomínio fechado', 'Lavanderia']",R$ 2.200,R$ 617,(11) 3492-2244
1070,"Rua Barão do Triunfo, 1677 - Brooklin, São Paulo - SP",https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-campo-belo-zona-sul-sao-paulo-com-garagem-302m2-venda-RS4000000-id-2478431141/,302,"['Piscina', 'Área de serviço', 'Churrasqueira', 'Varanda', 'Jardim', '...']",R$ 18.000,R$ 3.000,(11) 98072-9301
1071,"Alameda Itu, 137 - Cerqueira César, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardins-zona-oeste-sao-paulo-com-garagem-65m2-aluguel-RS3200-id-2480182116/,65,"['Elevador', 'Jardim', 'Condomínio fechado']",R$ 3.200,R$ 846,(11) 98643-4888
1072,"Rua Tucuna, 1269 - Pompeia, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-perdizes-zona-oeste-sao-paulo-com-garagem-56m2-aluguel-RS1700-id-2480162876/,56,"['Elevador', 'Piscina', 'Churrasqueira', 'Salão de festas', 'Academia', '...']",R$ 1.700,R$ 1.186,(11) 3666-1285
1073,"Avenida Santo Amaro, 3131 - Brooklin, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-com-garagem-41m2-venda-RS685000-id-2481680576/,41,"['Mobiliado', 'Elevador', 'Piscina', 'Churrasqueira', 'Salão de festas', '...']",R$ 3.800,R$ 650,(11) 98581-3040
1074,"Rua Herculano de Freitas, 51 - Cerqueira César, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-70m2-aluguel-RS2300-id-2480186911/,70,"['Elevador', 'Condomínio fechado', 'Circuito de segurança']",R$ 2.300,R$ 710,(11) 95038-8497
1075,"Alameda Lorena, 1700 - Jardim Paulista, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardins-zona-oeste-sao-paulo-com-garagem-183m2-aluguel-RS8000-id-2480705067/,183,"['Área de serviço', 'Salão de festas']",R$ 8.000,R$ 1.780,(11) 3887-4555
1076,"Rua Bueno de Andrade - Aclimação, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-aclimacao-centro-sao-paulo-com-garagem-45m2-aluguel-RS1400-id-2462262281/,45,[],R$ 1.400,R$ 436,(11) 3346-8800
1077,"Rua Visconde de Parnaíba, 1046 - Brás, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-bras-zona-leste-sao-paulo-com-garagem-36m2-aluguel-RS1700-id-2477429653/,36,"['Elevador', 'Piscina', 'Churrasqueira', 'Salão de festas', 'Playground', '...']",R$ 1.700,R$ 350,(11) 99948-0807
1078,"Rua Pamplona, 83 - Jardim Paulista, São Paulo - SP",https://www.vivareal.com.br/imovel/flat-1-quartos-jardim-paulista-zona-sul-sao-paulo-com-garagem-33m2-aluguel-RS3350-id-2478258835/,33,"['Mobiliado', 'Elevador', 'Piscina', 'Salão de festas', 'Playground', '...']",R$ 3.350,R$ 820,(11) 3059-0846
1079,"Rua das Palmeiras - Vila Buarque, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-santa-cecilia-centro-sao-paulo-com-garagem-41m2-aluguel-RS2100-id-2481441280/,41,"['Piscina', 'Área de serviço', 'Salão de festas', 'Playground', 'Varanda', '...']",R$ 2.100,R$ 599,(11) 3663-0530
1080,"Rua Gomes de Carvalho, 1146 - Vila Olímpia, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-28m2-aluguel-RS3600-id-2479130573/,28,[],R$ 3.600,R$ 800,(11) 94504-3738
1081,"Rua Anny - Sacoma, São Paulo - SP",https://www.vivareal.com.br/imovel/casa-1-quartos-sacoma-zona-sul-sao-paulo-50m2-aluguel-RS650-id-2459228125/,50,[],R$ 650,,(11) 5063-0006
1082,"Avenida Vieira de Carvalho, 80 - República, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-republica-centro-sao-paulo-com-garagem-40m2-aluguel-RS1400-id-2472142120/,40,['Elevador'],R$ 1.400,R$ 520,(11) 4059-5669
1083,"Rua Bela Cintra, 488 - Consolação, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-consolacao-centro-sao-paulo-com-garagem-43m2-aluguel-RS2800-id-2478509278/,43,"['Elevador', 'Piscina', 'Churrasqueira', 'Salão de festas', 'Playground', '...']",R$ 2.800,R$ 579,(11) 9959-8197
1084,"Rua Doutor Plínio Barreto - Bela Vista, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-38m2-aluguel-RS2000-id-2470249690/,38,"['Elevador', 'Salão de festas', 'Playground', 'Jardim', 'Condomínio fechado']",R$ 2.000,R$ 420,(11) 94729-9151
1085,"Rua São João Batista - Cambuci, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-cambuci-zona-sul-sao-paulo-com-garagem-72m2-aluguel-RS1550-id-2478583073/,72,"['Área de serviço', 'Salão de festas', 'Playground', 'Jardim', '...']",R$ 1.550,R$ 380,(11) 3346-8080
1086,"Alameda Ministro Rocha Azevedo, 38 - Bela Vista, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-cerqueira-cesar-centro-sao-paulo-com-garagem-60m2-aluguel-RS2500-id-2481566290/,60,"['Mobiliado', 'Elevador', 'Piscina', 'Churrasqueira', 'Salão de festas', '...']",R$ 2.500,R$ 1.000,(11) 3881-5678
1087,"Rua Engenheiro Armando de Virgiliis, 200 - Chácara Klabin, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-mariana-zona-sul-sao-paulo-com-garagem-60m2-aluguel-RS2200-id-2481770599/,60,"['Elevador', 'Piscina', 'Área de serviço', 'Churrasqueira', 'Salão de festas', '...']",R$ 2.200,R$ 750,(11) 98279-4337
1088,"Rua Adolfo Gordo, 52 - Santa Cecilia, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-santa-cecilia-centro-sao-paulo-com-garagem-38m2-aluguel-RS1900-id-2481604090/,38,"['Mobiliado', 'Elevador', 'Piscina', 'Salão de festas', 'Academia', '...']",R$ 1.900,R$ 503,(11) 98409-0752
1089,"Rua Rocha, 58 - Bela Vista, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-35m2-aluguel-RS1390-id-2481026240/,35,"['Elevador', 'Piscina', 'Churrasqueira', 'Salão de festas', 'Academia', '...']",R$ 1.390,R$ 700,(11) 4369-7812
1090,"Rua Barão de Iguape, 985 - Liberdade, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-liberdade-centro-sao-paulo-com-garagem-45m2-aluguel-RS1500-id-2481730046/,45,"['Elevador', 'Área de serviço', 'Varanda']",R$ 1.500,R$ 320,(11) 4117-1699
1091,"Alameda Ministro Rocha Azevedo, 373 - Jardim Paulista, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-cerqueira-cesar-centro-sao-paulo-com-garagem-85m2-aluguel-RS3800-id-2481376874/,85,"['Elevador', 'Salão de festas', 'Quadra poliesportiva']",R$ 3.800,R$ 1.020,(11) 3207-5855
1092,"Rua Demóstenes, 606 - Campo Belo, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-campo-belo-zona-sul-sao-paulo-com-garagem-48m2-aluguel-RS3600-id-2478379816/,48,"['Mobiliado', 'Elevador', 'Piscina', 'Salão de festas', 'Academia', '...']",R$ 3.600,R$ 766,(11) 99346-8324
1093,"Rua Elvira Ferraz, 250 - Vila Olímpia, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-45m2-aluguel-RS7500-id-2477825764/,45,"['Mobiliado', 'Elevador', 'Piscina', 'Academia', 'Jardim', '...']",R$ 7.500,,(11) 3449-8949
1094,"Rua Antônio Carlos, 196 - Cerqueira César, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-consolacao-centro-sao-paulo-38m2-aluguel-RS1850-id-2480074460/,38,"['Área de serviço', 'Condomínio fechado']",R$ 1.850,R$ 352,(11) 3133-2100
1095,"Avenida Barão do Rego Barros - Vila Congonhas, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-campo-belo-zona-sul-sao-paulo-com-garagem-45m2-venda-RS342000-id-2480816073/,45,"['Elevador', 'Área de serviço', 'Varanda', '...']",R$ 1.300,R$ 680,(11) 5092-4773
1096,"Alameda Jaú, 1607 - Jardim Paulista, São Paulo - SP",https://www.vivareal.com.br/imovel/flat-1-quartos-jardins-zona-oeste-sao-paulo-com-garagem-43m2-aluguel-RS2200-id-2481302282/,43,"['Mobiliado', 'Elevador', 'Piscina', 'Salão de festas', 'Academia', '...']",R$ 2.200,R$ 2.800,(11) 5042-6200
1097,"Avenida Brigadeiro Luís Antônio - Bela Vista, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-42m2-venda-RS550000-id-2477411343/,42,"['Mobiliado', 'Elevador', 'Piscina', 'Churrasqueira', 'Salão de festas', '...']",R$ 2.900,R$ 440,(11) 99408-2089
1098,"Alameda Lorena, 1160 - Jardim Paulista, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-paulista-zona-sul-sao-paulo-com-garagem-41m2-aluguel-RS2500-id-2480744180/,41,"['Mobiliado', 'Elevador', 'Piscina', 'Academia', 'Sauna', '...']",R$ 2.500,,(11) 3051-6522
1099,"Rua Bela Cintra, 521 - Consolação, São Paulo - SP",https://www.vivareal.com.br/imovel/flat-1-quartos-consolacao-centro-sao-paulo-com-garagem-48m2-aluguel-RS1500-id-2481073532/,48,"['Mobiliado', 'Elevador', 'Piscina', 'Salão de festas', 'Academia', '...']",R$ 1.500,R$ 1.800,(11) 5042-6200
1100,"Rua Helena - Vila Olímpia, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-93m2-aluguel-RS8500-id-2479772499/,93,"['Mobiliado', 'Elevador', 'Área de serviço', 'Varanda', 'Condomínio fechado', '...']",R$ 8.500,R$ 1.400,(11) 3892-0820
1101,"Rua Bela Cintra, 450 - Consolação, São Paulo - SP",https://www.vivareal.com.br/imovel/flat-1-quartos-consolacao-centro-sao-paulo-com-garagem-28m2-aluguel-RS1600-id-2481185463/,28,"['Mobiliado', 'Elevador', 'Academia', 'Sauna', 'Ar-condicionado', '...']",R$ 1.600,R$ 600,(11) 3059-0846
1102,"Avenida Jandira - Indianópolis, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-moema-zona-sul-sao-paulo-com-garagem-42m2-venda-RS790000-id-2478847491/,42,"['Piscina', 'Salão de festas', 'Varanda', 'Ar-condicionado', 'Spa', '...']",R$ 3.600,R$ 850,(11) 97514-7161
1103,"Rua Casa do Ator, 829 - Vila Olímpia, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-41m2-aluguel-RS4500-id-2481161589/,41,"['Mobiliado', 'Elevador', 'Piscina', 'Academia', 'Jardim', '...']",R$ 4.500,R$ 700,(11) 99557-0859
1104,"Interlagos, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-interlagos-zona-sul-sao-paulo-com-garagem-55m2-aluguel-RS15000-id-2477393559/,55,"['Elevador', 'Piscina', 'Churrasqueira', 'Salão de festas', 'Playground', '...']",R$ 15.000,R$ 450,(11) 99494-4049
1105,"Rua Safira, 43 - Liberdade, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-aclimacao-centro-sao-paulo-com-garagem-43m2-aluguel-RS2200-id-2475596710/,43,"['Mobiliado', 'Elevador', 'Academia', 'Condomínio fechado', 'Lavanderia']",R$ 2.200,R$ 617,(11) 3492-2244
1106,"Rua Barão do Triunfo, 1677 - Brooklin, São Paulo - SP",https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-campo-belo-zona-sul-sao-paulo-com-garagem-302m2-venda-RS4000000-id-2478431141/,302,"['Piscina', 'Área de serviço', 'Churrasqueira', 'Varanda', 'Jardim', '...']",R$ 18.000,R$ 3.000,(11) 98072-9301
1107,"Alameda Itu, 137 - Cerqueira César, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardins-zona-oeste-sao-paulo-com-garagem-65m2-aluguel-RS3200-id-2480182116/,65,"['Elevador', 'Jardim', 'Condomínio fechado']",R$ 3.200,R$ 846,(11) 98643-4888
1108,"Rua Tucuna, 1269 - Pompeia, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-perdizes-zona-oeste-sao-paulo-com-garagem-56m2-aluguel-RS1700-id-2480162876/,56,"['Elevador', 'Piscina', 'Churrasqueira', 'Salão de festas', 'Academia', '...']",R$ 1.700,R$ 1.186,(11) 3666-1285
1109,"Avenida Santo Amaro, 3131 - Brooklin, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-com-garagem-41m2-venda-RS685000-id-2481680576/,41,"['Mobiliado', 'Elevador', 'Piscina', 'Churrasqueira', 'Salão de festas', '...']",R$ 3.800,R$ 650,(11) 98581-3040
1110,"Rua Herculano de Freitas, 51 - Cerqueira César, São Paulo - SP",https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-70m2-aluguel-RS2300-id-2480186911/,70,"['Elevador', 'Condomínio fechado', 'Circuito de segurança']",R$ 2.300,R$ 710,(11) 95038-8497
